,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Daily Grand Total,"143,101,700",,Monthly Grand Total,"143,101,700",,Annual Grand Total,"142,845,681",,,,,,,
,,,,,,,,,,,,,,
Day,Number of Bicycle Hires,,Month,Number of Bicycle Hires,,Year,Number of Bicycle Hires,,,Month,Average Hire Time (mins),,Against last month,Against last year
31/03/2023,"12,794",,,,,,,,,,,,,
01/04/2023,"17,964",,,,,,,,,,,,,
02/04/2023,"17,095",,,,,,,,,,,,,
03/04/2023,"23,224",,,,,,,,,,,,,
04/04/2023,"27,231",,,,,,,,,,,,,
05/04/2023,"22,420",,,,,,,,,,,,,
06/04/2023,"19,418",,,,,,,,,,,,,
07/04/2023,"20,576",,,,,,,,,,,,,
08/04/2023,"19,223",,,,,,,,,,,,,
09/04/2023,"18,747",,,,,,,,,,,,,
10/04/2023,"9,934",,,,,,,,,,,,,
11/04/2023,"17,631",,,,,,,,,,,,,
12/04/2023,"20,210",,,,,,,,,,,,,
13/04/2023,"24,677",,,,,,,,,,,,,
14/04/2023,"17,135",,,,,,,,,,,,,
15/04/2023,"20,678",,,,,,,,,,,,,
16/04/2023,"19,581",,,,,,,,,,,,,
17/04/2023,"25,688",,,,,,,,,,,,,
18/04/2023,"26,225",,,,,,,,,,,,,
19/04/2023,"28,238",,,,,,,,,,,,,
20/04/2023,"25,061",,,,,,,,,,,,,
21/04/2023,"21,039",,,,,,,,,,,,,
22/04/2023,"23,052",,,,,,,,,,,,,
23/04/2023,"14,472",,,,,,,,,,,,,
24/04/2023,"18,532",,,,,,,,,,,,,
25/04/2023,"27,531",,,,,,,,,,,,,
26/04/2023,"27,130",,,,,,,,,,,,,
27/04/2023,"20,535",,,,,,,,,,,,,
28/04/2023,"24,240",,,,,,,,,,,,,
29/04/2023,"26,845",,,,,,,,,,,,,
30/04/2023,"22,567",,,,,,,,,,,,,
01/05/2023,"21,842",,,,,,,,,,,,,
02/05/2023,"27,325",,,,,,,,,,,,,
03/05/2023,"29,881",,,,,,,,,,,,,
04/05/2023,"29,177",,,,,,,,,,,,,
05/05/2023,"25,198",,,,,,,,,,,,,
06/05/2023,"12,502",,,,,,,,,,,,,
07/05/2023,"24,094",,,,,,,,,,,,,
08/05/2023,"17,283",,,,,,,,,,,,,
09/05/2023,"25,650",,,,,,,,,,,,,
10/05/2023,"28,208",,,,,,,,,,,,,
11/05/2023,"28,515",,,,,,,,,,,,,
12/05/2023,"21,517",,,,,,,,,,,,,
13/05/2023,"22,245",,,,,,,,,,,,,
14/05/2023,"24,365",,,,,,,,,,,,,
15/05/2023,"26,345",,,,,,,,,,,,,
16/05/2023,"31,329",,,,,,,,,,,,,
17/05/2023,"30,921",,,,,,,,,,,,,
18/05/2023,"32,610",,,,,,,,,,,,,
19/05/2023,"28,230",,,,,,,,,,,,,
20/05/2023,"27,578",,,,,,,,,,,,,
21/05/2023,"22,658",,,,,,,,,,,,,
22/05/2023,"28,254",,,,,,,,,,,,,
23/05/2023,"31,538",,,,,,,,,,,,,
24/05/2023,"32,716",,,,,,,,,,,,,
25/05/2023,"31,233",,,,,,,,,,,,,
26/05/2023,"28,057",,,,,,,,,,,,,
27/05/2023,"26,196",,,,,,,,,,,,,
28/05/2023,"28,227",,,,,,,,,,,,,
29/05/2023,"22,885",,,,,,,,,,,,,
30/05/2023,"27,842",,,,,,,,,,,,,
31/05/2023,"27,012",,,,,,,,,,,,,
01/06/2023,"29,301",,,,,,,,,,,,,
02/06/2023,"26,403",,,,,,,,,,,,,
03/06/2023,"25,014",,,,,,,,,,,,,
04/06/2023,"25,537",,,,,,,,,,,,,
05/06/2023,"27,052",,,,,,,,,,,,,
06/06/2023,"29,621",,,,,,,,,,,,,
07/06/2023,"31,445",,,,,,,,,,,,,
08/06/2023,"31,881",,,,,,,,,,,,,
09/06/2023,"28,768",,,,,,,,,,,,,
10/06/2023,"29,037",,,,,,,,,,,,,
11/06/2023,"23,980",,,,,,,,,,,,,
12/06/2023,"27,387",,,,,,,,,,,,,
13/06/2023,"33,722",,,,,,,,,,,,,
14/06/2023,"34,239",,,,,,,,,,,,,
15/06/2023,"34,087",,,,,,,,,,,,,
16/06/2023,"31,299",,,,,,,,,,,,,
17/06/2023,"28,062",,,,,,,,,,,,,
18/06/2023,"19,854",,,,,,,,,,,,,
19/06/2023,"31,379",,,,,,,,,,,,,
20/06/2023,"27,861",,,,,,,,,,,,,
21/06/2023,"34,536",,,,,,,,,,,,,
22/06/2023,"33,494",,,,,,,,,,,,,
23/06/2023,"31,466",,,,,,,,,,,,,
24/06/2023,"27,903",,,,,,,,,,,,,
25/06/2023,"26,511",,,,,,,,,,,,,
26/06/2023,"30,564",,,,,,,,,,,,,
27/06/2023,"33,363",,,,,,,,,,,,,
28/06/2023,"33,620",,,,,,,,,,,,,
29/06/2023,"29,539",,,,,,,,,,,,,
30/06/2023,"27,805",,,,,,,,,,,,,
01/07/2023,"26,059",,,,,,,,,,,,,
02/07/2023,"23,634",,,,,,,,,,,,,
03/07/2023,"27,828",,,,,,,,,,,,,
04/07/2023,"22,508",,,,,,,,,,,,,
05/07/2023,"31,386",,,,,,,,,,,,,
06/07/2023,"33,482",,,,,,,,,,,,,
07/07/2023,"30,999",,,,,,,,,,,,,
08/07/2023,"21,428",,,,,,,,,,,,,
09/07/2023,"25,178",,,,,,,,,,,,,
10/07/2023,"29,560",,,,,,,,,,,,,
11/07/2023,"31,414",,,,,,,,,,,,,
12/07/2023,"32,066",,,,,,,,,,,,,
13/07/2023,"30,853",,,,,,,,,,,,,
14/07/2023,"16,854",,,,,,,,,,,,,
15/07/2023,"23,218",,,,,,,,,,,,,
16/07/2023,"20,743",,,,,,,,,,,,,
17/07/2023,"28,656",,,,,,,,,,,,,
18/07/2023,"32,085",,,,,,,,,,,,,
19/07/2023,"30,549",,,,,,,,,,,,,
20/07/2023,"29,287",,,,,,,,,,,,,
21/07/2023,"26,732",,,,,,,,,,,,,
22/07/2023,"12,578",,,,,,,,,,,,,
23/07/2023,"22,251",,,,,,,,,,,,,
24/07/2023,"23,875",,,,,,,,,,,,,
25/07/2023,"31,327",,,,,,,,,,,,,
26/07/2023,"25,760",,,,,,,,,,,,,
27/07/2023,"28,322",,,,,,,,,,,,,
28/07/2023,"26,933",,,,,,,,,,,,,
29/07/2023,"25,104",,,,,,,,,,,,,
30/07/2023,"14,707",,,,,,,,,,,,,
31/07/2023,"23,312",,,,,,,,,,,,,
01/08/2023,"30,114",,,,,,,,,,,,,
02/08/2023,"20,685",,,,,,,,,,,,,
03/08/2023,"29,898",,,,,,,,,,,,,
04/08/2023,"25,021",,,,,,,,,,,,,
05/08/2023,"11,677",,,,,,,,,,,,,
06/08/2023,"20,559",,,,,,,,,,,,,
07/08/2023,"26,708",,,,,,,,,,,,,
08/08/2023,"22,258",,,,,,,,,,,,,
09/08/2023,"31,870",,,,,,,,,,,,,
10/08/2023,"31,007",,,,,,,,,,,,,
11/08/2023,"25,972",,,,,,,,,,,,,
12/08/2023,"21,691",,,,,,,,,,,,,
13/08/2023,"21,062",,,,,,,,,,,,,
14/08/2023,"23,692",,,,,,,,,,,,,
15/08/2023,"30,997",,,,,,,,,,,,,
16/08/2023,"31,194",,,,,,,,,,,,,
17/08/2023,"30,261",,,,,,,,,,,,,
18/08/2023,"22,135",,,,,,,,,,,,,
19/08/2023,"24,014",,,,,,,,,,,,,
20/08/2023,"22,268",,,,,,,,,,,,,
21/08/2023,"26,965",,,,,,,,,,,,,
22/08/2023,"30,047",,,,,,,,,,,,,
23/08/2023,"31,178",,,,,,,,,,,,,
24/08/2023,"25,143",,,,,,,,,,,,,
25/08/2023,"24,224",,,,,,,,,,,,,
26/08/2023,"17,598",,,,,,,,,,,,,
27/08/2023,"19,458",,,,,,,,,,,,,
28/08/2023,"20,974",,,,,,,,,,,,,
29/08/2023,"25,538",,,,,,,,,,,,,
30/08/2023,"28,786",,,,,,,,,,,,,
31/08/2023,"25,342",,,,,,,,,,,,,
01/09/2023,"22,562",,,,,,,,,,,,,
02/09/2023,"24,753",,,,,,,,,,,,,
03/09/2023,"23,748",,,,,,,,,,,,,
04/09/2023,"29,360",,,,,,,,,,,,,
05/09/2023,"32,355",,,,,,,,,,,,,
06/09/2023,"32,926",,,,,,,,,,,,,
07/09/2023,"33,064",,,,,,,,,,,,,
08/09/2023,"29,055",,,,,,,,,,,,,
09/09/2023,"27,173",,,,,,,,,,,,,
10/09/2023,"23,971",,,,,,,,,,,,,
11/09/2023,"29,900",,,,,,,,,,,,,
12/09/2023,"30,202",,,,,,,,,,,,,
13/09/2023,"32,568",,,,,,,,,,,,,
14/09/2023,"33,814",,,,,,,,,,,,,
15/09/2023,"31,139",,,,,,,,,,,,,
16/09/2023,"30,441",,,,,,,,,,,,,
17/09/2023,"18,611",,,,,,,,,,,,,
18/09/2023,"27,708",,,,,,,,,,,,,
19/09/2023,"29,412",,,,,,,,,,,,,
20/09/2023,"20,300",,,,,,,,,,,,,
21/09/2023,"25,549",,,,,,,,,,,,,
22/09/2023,"27,104",,,,,,,,,,,,,
23/09/2023,"25,767",,,,,,,,,,,,,
24/09/2023,"21,664",,,,,,,,,,,,,
25/09/2023,"30,011",,,,,,,,,,,,,
26/09/2023,"32,815",,,,,,,,,,,,,
27/09/2023,"32,972",,,,,,,,,,,,,
28/09/2023,"31,853",,,,,,,,,,,,,
29/09/2023,"29,334",,,,,,,,,,,,,
30/09/2023,"26,977",,,,,,,,,,,,,
01/10/2023,"23,661",,,,,,,,,,,,,
02/10/2023,"27,629",,,,,,,,,,,,,
03/10/2023,"32,414",,,,,,,,,,,,,
04/10/2023,"28,910",,,,,,,,,,,,,
05/10/2023,"32,954",,,,,,,,,,,,,
06/10/2023,"30,427",,,,,,,,,,,,,
07/10/2023,"29,353",,,,,,,,,,,,,
08/10/2023,"26,987",,,,,,,,,,,,,
09/10/2023,"32,177",,,,,,,,,,,,,
10/10/2023,"34,850",,,,,,,,,,,,,
11/10/2023,"30,972",,,,,,,,,,,,,
12/10/2023,"26,120",,,,,,,,,,,,,
13/10/2023,"23,309",,,,,,,,,,,,,
14/10/2023,"25,107",,,,,,,,,,,,,
15/10/2023,"20,718",,,,,,,,,,,,,
16/10/2023,"26,476",,,,,,,,,,,,,
17/10/2023,"30,175",,,,,,,,,,,,,
18/10/2023,"20,814",,,,,,,,,,,,,
19/10/2023,"24,305",,,,,,,,,,,,,
20/10/2023,"23,331",,,,,,,,,,,,,
21/10/2023,"13,662",,,,,,,,,,,,,
22/10/2023,"20,686",,,,,,,,,,,,,
23/10/2023,"23,064",,,,,,,,,,,,,
24/10/2023,"24,096",,,,,,,,,,,,,
25/10/2023,"25,798",,,,,,,,,,,,,
26/10/2023,"24,995",,,,,,,,,,,,,
27/10/2023,"23,226",,,,,,,,,,,,,
28/10/2023,"18,970",,,,,,,,,,,,,
29/10/2023,"12,317",,,,,,,,,,,,,
30/10/2023,"25,269",,,,,,,,,,,,,
31/10/2023,"27,035",,,,,,,,,,,,,
01/11/2023,"23,706",,,,,,,,,,,,,
02/11/2023,"18,045",,,,,,,,,,,,,
03/11/2023,"22,618",,,,,,,,,,,,,
04/11/2023,"16,553",,,,,,,,,,,,,
05/11/2023,"16,786",,,,,,,,,,,,,
06/11/2023,"25,607",,,,,,,,,,,,,
07/11/2023,"28,731",,,,,,,,,,,,,
08/11/2023,"20,839",,,,,,,,,,,,,
09/11/2023,"24,709",,,,,,,,,,,,,
10/11/2023,"21,416",,,,,,,,,,,,,
11/11/2023,"23,666",,,,,,,,,,,,,
12/11/2023,"13,178",,,,,,,,,,,,,
13/11/2023,"22,757",,,,,,,,,,,,,
14/11/2023,"24,032",,,,,,,,,,,,,
15/11/2023,"27,817",,,,,,,,,,,,,
16/11/2023,"23,937",,,,,,,,,,,,,
17/11/2023,"23,990",,,,,,,,,,,,,
18/11/2023,"15,789",,,,,,,,,,,,,
19/11/2023,"15,982",,,,,,,,,,,,,
20/11/2023,"24,967",,,,,,,,,,,,,
21/11/2023,"26,871",,,,,,,,,,,,,
22/11/2023,"27,043",,,,,,,,,,,,,
23/11/2023,"28,508",,,,,,,,,,,,,
24/11/2023,"22,974",,,,,,,,,,,,,
25/11/2023,"18,246",,,,,,,,,,,,,
26/11/2023,"12,374",,,,,,,,,,,,,
27/11/2023,"18,914",,,,,,,,,,,,,
28/11/2023,"25,817",,,,,,,,,,,,,
29/11/2023,"25,418",,,,,,,,,,,,,
30/11/2023,"23,691",,,,,,,,,,,,,
01/12/2023,"19,526",,,,,,,,,,,,,
02/12/2023,"13,980",,,,,,,,,,,,,
03/12/2023,"9,849",,,,,,,,,,,,,
04/12/2023,"18,419",,,,,,,,,,,,,
05/12/2023,"21,115",,,,,,,,,,,,,
06/12/2023,"23,529",,,,,,,,,,,,,
07/12/2023,"20,903",,,,,,,,,,,,,
08/12/2023,"22,701",,,,,,,,,,,,,
09/12/2023,"14,850",,,,,,,,,,,,,
10/12/2023,"11,483",,,,,,,,,,,,,
11/12/2023,"23,354",,,,,,,,,,,,,
12/12/2023,"21,554",,,,,,,,,,,,,
13/12/2023,"21,712",,,,,,,,,,,,,
14/12/2023,"21,168",,,,,,,,,,,,,
15/12/2023,"20,826",,,,,,,,,,,,,
16/12/2023,"16,087",,,,,,,,,,,,,
17/12/2023,"13,560",,,,,,,,,,,,,
18/12/2023,"19,049",,,,,,,,,,,,,
19/12/2023,"12,532",,,,,,,,,,,,,
20/12/2023,"18,769",,,,,,,,,,,,,
21/12/2023,"16,115",,,,,,,,,,,,,
22/12/2023,"12,966",,,,,,,,,,,,,
23/12/2023,"9,674",,,,,,,,,,,,,
24/12/2023,"6,942",,,,,,,,,,,,,
25/12/2023,"13,365",,,,,,,,,,,,,
26/12/2023,"7,214",,,,,,,,,,,,,
27/12/2023,"6,721",,,,,,,,,,,,,
28/12/2023,"7,956",,,,,,,,,,,,,
29/12/2023,"11,006",,,,,,,,,,,,,
30/12/2023,"8,801",,,,,,,,,,,,,
31/12/2023,"8,397",,,,,,,,,,,,,
01/01/2024,"8,212",,,,,,,,,,,,,
02/01/2024,"9,769",,,,,,,,,,,,,
03/01/2024,"15,255",,,,,,,,,,,,,
04/01/2024,"12,987",,,,,,,,,,,,,
05/01/2024,"15,430",,,,,,,,,,,,,
06/01/2024,"13,370",,,,,,,,,,,,,
07/01/2024,"11,508",,,,,,,,,,,,,
08/01/2024,"17,428",,,,,,,,,,,,,
09/01/2024,"20,665",,,,,,,,,,,,,
10/01/2024,"20,887",,,,,,,,,,,,,
11/01/2024,"21,096",,,,,,,,,,,,,
12/01/2024,"18,811",,,,,,,,,,,,,
13/01/2024,"14,698",,,,,,,,,,,,,
14/01/2024,"12,909",,,,,,,,,,,,,
15/01/2024,"20,275",,,,,,,,,,,,,
16/01/2024,"22,379",,,,,,,,,,,,,
17/01/2024,"22,084",,,,,,,,,,,,,
18/01/2024,"21,403",,,,,,,,,,,,,
19/01/2024,"18,804",,,,,,,,,,,,,
20/01/2024,"14,573",,,,,,,,,,,,,
21/01/2024,"11,607",,,,,,,,,,,,,
22/01/2024,"21,077",,,,,,,,,,,,,
23/01/2024,"20,436",,,,,,,,,,,,,
24/01/2024,"24,682",,,,,,,,,,,,,
25/01/2024,"24,677",,,,,,,,,,,,,
26/01/2024,"21,669",,,,,,,,,,,,,
27/01/2024,"16,959",,,,,,,,,,,,,
28/01/2024,"15,540",,,,,,,,,,,,,
29/01/2024,"22,839",,,,,,,,,,,,,
30/01/2024,"22,303",,,,,,,,,,,,,
31/01/2024,"24,505",,,,,,,,,,,,,
01/02/2024,"24,839",,,,,,,,,,,,,
02/02/2024,"21,427",,,,,,,,,,,,,
03/02/2024,"17,434",,,,,,,,,,,,,
04/02/2024,"14,998",,,,,,,,,,,,,
05/02/2024,"22,260",,,,,,,,,,,,,
06/02/2024,"23,315",,,,,,,,,,,,,
07/02/2024,"23,542",,,,,,,,,,,,,
08/02/2024,"12,260",,,,,,,,,,,,,
09/02/2024,"17,511",,,,,,,,,,,,,
10/02/2024,"15,964",,,,,,,,,,,,,
11/02/2024,"15,157",,,,,,,,,,,,,
12/02/2024,"22,298",,,,,,,,,,,,,
13/02/2024,"20,228",,,,,,,,,,,,,
14/02/2024,"21,864",,,,,,,,,,,,,
15/02/2024,"24,887",,,,,,,,,,,,,
16/02/2024,"21,651",,,,,,,,,,,,,
17/02/2024,"16,787",,,,,,,,,,,,,
18/02/2024,"14,945",,,,,,,,,,,,,
19/02/2024,"22,584",,,,,,,,,,,,,
20/02/2024,"25,160",,,,,,,,,,,,,
21/02/2024,"16,906",,,,,,,,,,,,,
22/02/2024,"16,240",,,,,,,,,,,,,
23/02/2024,"18,487",,,,,,,,,,,,,
24/02/2024,"17,561",,,,,,,,,,,,,
25/02/2024,"12,595",,,,,,,,,,,,,
26/02/2024,"20,621",,,,,,,,,,,,,
27/02/2024,"24,669",,,,,,,,,,,,,
28/02/2024,"24,061",,,,,,,,,,,,,
29/02/2024,"17,788",,,,,,,,,,,,,
01/03/2024,"15,299",,,,,,,,,,,,,
02/03/2024,"13,137",,,,,,,,,,,,,
03/03/2024,"16,221",,,,,,,,,,,,,
04/03/2024,"22,740",,,,,,,,,,,,,
05/03/2024,"24,567",,,,,,,,,,,,,
06/03/2024,"25,869",,,,,,,,,,,,,
07/03/2024,"25,347",,,,,,,,,,,,,
08/03/2024,"22,662",,,,,,,,,,,,,
09/03/2024,"21,041",,,,,,,,,,,,,
10/03/2024,"7,479",,,,,,,,,,,,,
11/03/2024,"22,058",,,,,,,,,,,,,
12/03/2024,"16,085",,,,,,,,,,,,,
13/03/2024,"26,083",,,,,,,,,,,,,
14/03/2024,"25,698",,,,,,,,,,,,,
15/03/2024,"22,516",,,,,,,,,,,,,
16/03/2024,"23,067",,,,,,,,,,,,,
17/03/2024,"16,637",,,,,,,,,,,,,
18/03/2024,"25,575",,,,,,,,,,,,,
19/03/2024,"27,103",,,,,,,,,,,,,
20/03/2024,"28,381",,,,,,,,,,,,,
21/03/2024,"28,215",,,,,,,,,,,,,
22/03/2024,"22,273",,,,,,,,,,,,,
23/03/2024,"19,159",,,,,,,,,,,,,
24/03/2024,"18,219",,,,,,,,,,,,,
25/03/2024,"23,399",,,,,,,,,,,,,
26/03/2024,"19,287",,,,,,,,,,,,,
27/03/2024,"23,166",,,,,,,,,,,,,
28/03/2024,"16,576",,,,,,,,,,,,,
29/03/2024,"15,713",,,,,,,,,,,,,
30/03/2024,"19,917",,,,,,,,,,,,,
31/03/2024,"13,883",,,,,,,,,,,,,
01/04/2024,"17,320",,,,,,,,,,,,,
02/04/2024,"18,489",,,,,,,,,,,,,
03/04/2024,"22,786",,,,,,,,,,,,,
04/04/2024,"22,111",,,,,,,,,,,,,
05/04/2024,"20,842",,,,,,,,,,,,,
06/04/2024,"23,408",,,,,,,,,,,,,
07/04/2024,"19,581",,,,,,,,,,,,,
08/04/2024,"21,438",,,,,,,,,,,,,
09/04/2024,"22,347",,,,,,,,,,,,,
10/04/2024,"24,265",,,,,,,,,,,,,
11/04/2024,"27,813",,,,,,,,,,,,,
12/04/2024,"26,661",,,,,,,,,,,,,
13/04/2024,"27,993",,,,,,,,,,,,,
14/04/2024,"21,193",,,,,,,,,,,,,
15/04/2024,"20,604",,,,,,,,,,,,,
16/04/2024,"25,005",,,,,,,,,,,,,
17/04/2024,"26,063",,,,,,,,,,,,,
18/04/2024,"27,085",,,,,,,,,,,,,
19/04/2024,"20,665",,,,,,,,,,,,,
20/04/2024,"21,582",,,,,,,,,,,,,
21/04/2024,"18,359",,,,,,,,,,,,,
22/04/2024,"23,807",,,,,,,,,,,,,
23/04/2024,"24,262",,,,,,,,,,,,,
24/04/2024,"26,428",,,,,,,,,,,,,
25/04/2024,"23,416",,,,,,,,,,,,,
26/04/2024,"25,391",,,,,,,,,,,,,
27/04/2024,"15,570",,,,,,,,,,,,,
28/04/2024,"13,022",,,,,,,,,,,,,
29/04/2024,"26,963",,,,,,,,,,,,,
30/04/2024,"30,777",,,,,,,,,,,,,
01/05/2024,"29,968",,,,,,,,,,,,,
02/05/2024,"27,686",,,,,,,,,,,,,
03/05/2024,"15,983",,,,,,,,,,,,,
04/05/2024,"24,179",,,,,,,,,,,,,
05/05/2024,"23,303",,,,,,,,,,,,,
06/05/2024,"10,684",,,,,,,,,,,,,
07/05/2024,"28,825",,,,,,,,,,,,,
08/05/2024,"31,973",,,,,,,,,,,,,
09/05/2024,"34,978",,,,,,,,,,,,,
10/05/2024,"32,947",,,,,,,,,,,,,
11/05/2024,"31,353",,,,,,,,,,,,,
12/05/2024,"28,808",,,,,,,,,,,,,
13/05/2024,"28,958",,,,,,,,,,,,,
14/05/2024,"25,584",,,,,,,,,,,,,
15/05/2024,"32,757",,,,,,,,,,,,,
16/05/2024,"26,093",,,,,,,,,,,,,
17/05/2024,"29,357",,,,,,,,,,,,,
18/05/2024,"27,078",,,,,,,,,,,,,
19/05/2024,"29,443",,,,,,,,,,,,,
20/05/2024,"32,109",,,,,,,,,,,,,
21/05/2024,"18,813",,,,,,,,,,,,,
22/05/2024,"16,947",,,,,,,,,,,,,
23/05/2024,"30,434",,,,,,,,,,,,,
24/05/2024,"27,523",,,,,,,,,,,,,
25/05/2024,"27,107",,,,,,,,,,,,,
26/05/2024,"25,074",,,,,,,,,,,,,
27/05/2024,"21,412",,,,,,,,,,,,,
28/05/2024,"22,870",,,,,,,,,,,,,
29/05/2024,"30,748",,,,,,,,,,,,,
30/05/2024,"27,013",,,,,,,,,,,,,
31/05/2024,"22,963",,,,,,,,,,,,,
01/06/2024,"23,264",,,,,,,,,,,,,
02/06/2024,"27,710",,,,,,,,,,,,,
03/06/2024,"27,676",,,,,,,,,,,,,
04/06/2024,"28,880",,,,,,,,,,,,,
05/06/2024,"31,142",,,,,,,,,,,,,
06/06/2024,"31,558",,,,,,,,,,,,,
07/06/2024,"28,592",,,,,,,,,,,,,
08/06/2024,"26,163",,,,,,,,,,,,,
09/06/2024,"25,644",,,,,,,,,,,,,
10/06/2024,"23,647",,,,,,,,,,,,,
11/06/2024,"29,836",,,,,,,,,,,,,
12/06/2024,"30,467",,,,,,,,,,,,,
13/06/2024,"27,347",,,,,,,,,,,,,
14/06/2024,"25,700",,,,,,,,,,,,,
15/06/2024,"18,048",,,,,,,,,,,,,
16/06/2024,"26,152",,,,,,,,,,,,,
17/06/2024,"31,296",,,,,,,,,,,,,
18/06/2024,"32,158",,,,,,,,,,,,,
19/06/2024,"32,589",,,,,,,,,,,,,
20/06/2024,"33,836",,,,,,,,,,,,,
21/06/2024,"30,186",,,,,,,,,,,,,
22/06/2024,"27,408",,,,,,,,,,,,,
23/06/2024,"31,919",,,,,,,,,,,,,
24/06/2024,"31,578",,,,,,,,,,,,,
25/06/2024,"35,190",,,,,,,,,,,,,
26/06/2024,"34,515",,,,,,,,,,,,,
27/06/2024,"33,718",,,,,,,,,,,,,
28/06/2024,"29,513",,,,,,,,,,,,,
29/06/2024,"29,372",,,,,,,,,,,,,
30/06/2024,"24,226",,,,,,,,,,,,,
01/07/2024,"28,380",,,,,,,,,,,,,
02/07/2024,"29,851",,,,,,,,,,,,,
03/07/2024,"29,102",,,,,,,,,,,,,
04/07/2024,"33,013",,,,,,,,,,,,,
05/07/2024,"16,115",,,,,,,,,,,,,
06/07/2024,"16,330",,,,,,,,,,,,,
07/07/2024,"18,236",,,,,,,,,,,,,
08/07/2024,"25,248",,,,,,,,,,,,,
09/07/2024,"23,098",,,,,,,,,,,,,
10/07/2024,"31,742",,,,,,,,,,,,,
11/07/2024,"31,555",,,,,,,,,,,,,
12/07/2024,"27,299",,,,,,,,,,,,,
13/07/2024,"26,402",,,,,,,,,,,,,
14/07/2024,"27,051",,,,,,,,,,,,,
15/07/2024,"23,478",,,,,,,,,,,,,
16/07/2024,"30,739",,,,,,,,,,,,,
17/07/2024,"33,580",,,,,,,,,,,,,
18/07/2024,"33,700",,,,,,,,,,,,,
19/07/2024,"31,605",,,,,,,,,,,,,
20/07/2024,"27,887",,,,,,,,,,,,,
21/07/2024,"26,903",,,,,,,,,,,,,
22/07/2024,"29,737",,,,,,,,,,,,,
23/07/2024,"32,088",,,,,,,,,,,,,
24/07/2024,"32,806",,,,,,,,,,,,,
25/07/2024,"28,334",,,,,,,,,,,,,
26/07/2024,"29,953",,,,,,,,,,,,,
27/07/2024,"29,777",,,,,,,,,,,,,
28/07/2024,"28,508",,,,,,,,,,,,,
29/07/2024,"31,615",,,,,,,,,,,,,
30/07/2024,"34,809",,,,,,,,,,,,,
31/07/2024,"34,683",,,,,,,,,,,,,
01/08/2024,"29,579",,,,,,,,,,,,,
02/08/2024,"29,585",,,,,,,,,,,,,
03/08/2024,"28,892",,,,,,,,,,,,,
04/08/2024,"26,129",,,,,,,,,,,,,
05/08/2024,"30,355",,,,,,,,,,,,,
06/08/2024,"28,834",,,,,,,,,,,,,
07/08/2024,"30,746",,,,,,,,,,,,,
08/08/2024,"28,459",,,,,,,,,,,,,
09/08/2024,"29,086",,,,,,,,,,,,,
10/08/2024,"27,441",,,,,,,,,,,,,
11/08/2024,"28,189",,,,,,,,,,,,,
12/08/2024,"29,969",,,,,,,,,,,,,
13/08/2024,"33,449",,,,,,,,,,,,,
14/08/2024,"32,118",,,,,,,,,,,,,
15/08/2024,"30,900",,,,,,,,,,,,,
16/08/2024,"29,739",,,,,,,,,,,,,
17/08/2024,"29,922",,,,,,,,,,,,,
18/08/2024,"27,020",,,,,,,,,,,,,
19/08/2024,"28,023",,,,,,,,,,,,,
20/08/2024,"31,355",,,,,,,,,,,,,
21/08/2024,"30,177",,,,,,,,,,,,,
22/08/2024,"25,142",,,,,,,,,,,,,
23/08/2024,"25,825",,,,,,,,,,,,,
24/08/2024,"10,985",,,,,,,,,,,,,
25/08/2024,"22,053",,,,,,,,,,,,,
26/08/2024,"22,491",,,,,,,,,,,,,
27/08/2024,"29,762",,,,,,,,,,,,,
28/08/2024,"31,389",,,,,,,,,,,,,
29/08/2024,"31,271",,,,,,,,,,,,,
30/08/2024,"28,656",,,,,,,,,,,,,
31/08/2024,"24,206",,,,,,,,,,,,,
01/09/2024,"25,754",,,,,,,,,,,,,
02/09/2024,"26,535",,,,,,,,,,,,,
03/09/2024,"31,455",,,,,,,,,,,,,
04/09/2024,"30,954",,,,,,,,,,,,,
05/09/2024,"22,364",,,,,,,,,,,,,
06/09/2024,"24,344",,,,,,,,,,,,,
07/09/2024,"25,392",,,,,,,,,,,,,
08/09/2024,"21,605",,,,,,,,,,,,,
09/09/2024,"27,188",,,,,,,,,,,,,
10/09/2024,"26,707",,,,,,,,,,,,,
11/09/2024,"28,335",,,,,,,,,,,,,
12/09/2024,"28,408",,,,,,,,,,,,,
13/09/2024,"26,739",,,,,,,,,,,,,
14/09/2024,"27,141",,,,,,,,,,,,,
15/09/2024,"22,895",,,,,,,,,,,,,
16/09/2024,"29,063",,,,,,,,,,,,,
17/09/2024,"31,957",,,,,,,,,,,,,
18/09/2024,"32,452",,,,,,,,,,,,,
19/09/2024,"32,997",,,,,,,,,,,,,
20/09/2024,"29,257",,,,,,,,,,,,,
21/09/2024,"29,215",,,,,,,,,,,,,
22/09/2024,"18,458",,,,,,,,,,,,,
23/09/2024,"24,471",,,,,,,,,,,,,
24/09/2024,"30,929",,,,,,,,,,,,,
25/09/2024,"25,974",,,,,,,,,,,,,
26/09/2024,"24,899",,,,,,,,,,,,,
27/09/2024,"19,499",,,,,,,,,,,,,
28/09/2024,"25,514",,,,,,,,,,,,,
29/09/2024,"18,982",,,,,,,,,,,,,
30/09/2024,"22,482",,,,,,,,,,,,,
01/10/2024,"20,774",,,,,,,,,,,,,
02/10/2024,"28,360",,,,,,,,,,,,,
